INFO 2025-03-10 19:10:33,175 autoreload Watching for file changes with StatReloader
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\http\cookie.py first seen with mtime 1735919082.006817
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\translation\trans_real.py first seen with mtime 1735919082.0925343
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\views\generic\dates.py first seen with mtime 1735919082.1069214
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_typemod.py first seen with mtime 1735919545.9611454
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\signal.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\servers\basehttp.py first seen with mtime 1735919081.8257058
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Python313\Lib\wsgiref\simple_server.py first seen with mtime 1733252250.0
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Python313\Lib\email\base64mime.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\views\debug.py first seen with mtime 1735919082.0945847
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_copy_async.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Python313\Lib\inspect.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\auth\decorators.py first seen with mtime 1735919080.0311582
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_struct.py first seen with mtime 1735919545.959286
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1735919079.8995059
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\__init__.py first seen with mtime 1735919082.0175564
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\actions.py first seen with mtime 1735919079.5772023
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\asgiref\local.py first seen with mtime 1735919079.2157378
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Python313\Lib\urllib\error.py first seen with mtime 1733252250.0
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\version.py first seen with mtime 1735919545.968323
DEBUG 2025-03-10 19:10:33,684 autoreload File C:\Python313\Lib\asyncio\transports.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\sqlparse\filters\tokens.py first seen with mtime 1735919078.81515
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\types\__init__.py first seen with mtime 1735919545.972448
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\PIL\__init__.py first seen with mtime 1735919654.562739
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_preparing.py first seen with mtime 1735919545.9577491
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\__init__.py first seen with mtime 1735919079.5761993
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\views\generic\__init__.py first seen with mtime 1735919082.1058216
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1735919081.2831435
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\http\response.py first seen with mtime 1735919082.0090783
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\cache\__init__.py first seen with mtime 1735919081.7493637
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Python313\Lib\decimal.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,685 autoreload File C:\Python313\Lib\encodings\__init__.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Python313\Lib\email\parser.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata_enc_standard.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\proiect_django\aplicatie1\views.py first seen with mtime 1737403533.0636926
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata_widths_helveticaoblique.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\context.py first seen with mtime 1735919082.0197475
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\exceptions.py first seen with mtime 1735919082.023746
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Python313\Lib\enum.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\dates.py first seen with mtime 1735919082.0665176
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\sqlparse\formatter.py first seen with mtime 1735919078.8081512
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\lib\boxstuff.py first seen with mtime 1735919657.0383089
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Python313\Lib\urllib\__init__.py first seen with mtime 1733252250.0
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_cmodule.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,686 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\templatetags\static.py first seen with mtime 1735919082.0422812
DEBUG 2025-03-10 19:10:33,687 autoreload File C:\Python313\Lib\email\_header_value_parser.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,687 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\waiting.py first seen with mtime 1735919545.968323
